Reporting country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S
Samoa,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,E,8,E,3,E,76,,60,E,70,E,11,E,15,E,39,,723,,1789,,2218,,5033,,2397,E,1121,,1096,,663,,1254,,1050,,1700,,2703,,3706,,3361,,4092,,1487,,2394,,3145,,1060,,5455,,7890,,7071,,4588,,4201.25,
Samoa,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,5331,,2296,,1532,,2548,,2164,,2744,,1738,,1169,,1538,E,1965,E,1436,E,2245,,2500,E,2800,E,3063,,3100,E,3200,E,3346,E,2738,E,2801,E,4939,E,4211,E,4302,E,3126,E,7674,E,4338,,4409,,5573,,3341,,2136,,2753,,3279,,4472,,3487,,4259,,3148,,3957,,2709,,3490,,4558,,6639,,4270,,5673,,5407.05,
Sao Tome and Principe,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,761,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,18,E,10,E,8,E,12,E,28,E,150,E,300,E,82,E,0,...,0,N,0,N,0,N,0,N,0,N,0,N,1,,0,...,0,...,0,N,2,,2,,1,,0,N,1,,1.16,
Sao Tome and Principe,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,48,,0,...,0,...,0,...,0,...,0,...,251,,141,,88,,186,E,200,E,267,E,168,E,345,E,117,E,73,E,206,E,96,E,101,E,10,E,19,,39,,5,,3,,19,,5,,3,,31,,19,,34,,27,,30,,27,,43,,45,,44,,28,,35,,20,,71,,41.01,
Saudi Arabia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,1263,,1361,,1251,,1240,,4013,,1705,,2015,,806,,228,,264,,71,,513,,1001,,1229,,773,,1376,,1198,,965,,155,E,87,E,1023,,1085,,1408,,956,,822,,781,,780,,1314,,2929,,4648,,7683,,6800,,9055,E,11914,E,13254,,17942,,12956,,16526,,18059,,14852,,16752,,15525,,14161,,12218.68,
Saudi Arabia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,8938,,16065,,18251,,27765,,37293,,40497,,47795,,49664,,44834,,44751,,37119,,37471,,39074,,46431,,36559,,44095,,29105,,40256,,38785,,50628,,44494,,44554,,45966,,47757,,54606,,62260,,50443,,61295,,71938,,87006,,89218,,91645,,67099,,67979,,117170,,121185,,104358,,133535,,136823,,116149,,118283,,119522,,123089,,145894.78,
Saudi Arabia,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,570,,1332,,886,,339,,18,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,321,,670,,353,,73,,35,,867,,873,,266,,448,,531,,653,,0,...,0,...,965,,846,,1058,,1216,,744,,1105,,0,...,0,...,2738,,0,...
Senegal,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,37871,,50402,,55318,,57477,,71467,,68132,,84223,,86920,,86245,,83641,,74446,,69418,,60270,,81807,,102389,,115915,,64507,,43028,,74094,,84420,,86908,,94529,,86616,,71649,,68103,,66041,,65337,E,70210,,98503,,76919,,68429,,90418,,76680,,84471,,86135,,106573,,100516,,137274,,149276,,192638,,202835,,218898,,230486,,303992.47,
Senegal,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,9173,E,16417,,22010,,13388,,16031,,20597,,14978,,23191,,21118,,24329,,21081,,19576,,35184,,49089,,52365,,31732,,24767,,17657,,19027,E,17722,E,14968,E,17774,E,10436,E,3389,E,788,E,451,,132,,238,,418,,408,,353,,898,,1150,,308,,6444,,14122,,8452,,8514,,9373,,19134,,17856,,30323,,27393,,23175.41,
Senegal,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3,,0,...,0,...,0,...,38743,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Serbia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,362,,301,,390,,447,,433,,352,,349,,437,,613,,617,,787,,1066,,1017,,796.29,
Serbia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,32015,,34829,,34087,,23853,,18498,,25594,,24684,,22091,,25464,,22160,,20371,,27482,,30592,,29498.87,
Serbia,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,30,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Serbia and Montenegro,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4552,E,159,E,30,E,372,E,679,,484,,149,,95,,103,,123,,132,,22,E,124,,141,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Serbia and Montenegro,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,42446,E,18834,E,30931,E,37910,E,60843,,52910,,59151,,41846,,42174,,44040,,50762,,40398,E,48568,,40395,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Seychelles,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,437,,418,,375,,438,,677,,333,,619,,748,,664,,760,,380,,1922,,4684,,5180,,5725,,7621,,6616,,5122,,9027,,6715,,14429,,32246,E,25708,,41671,,48096,,74342,,75216,,136995,E,103765,E,123830,E,107083,E,102543,E,79977,E,80355,E,89470,,114232,,119338,E,106679,,90244,,117727,E,221897,E,159227,E,168471,,157099.47,
Seychelles,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,43,,56,,32,E,35,E,10,,22,,6,,8,,50,,5,,1,,2502,,7449,,6721,,7482,,9862,,7936,,9774,,8215,,11956,,19400,,19807,E,17103,E,4051,E,19001,,18770,,32020,,85881,,81571,,87329,,91976,,115912,,35672,,64104,E,69945,,69880,,62923,,60850,,67123,,67642,,75103,,76743,,78249,,63948.79,
Seychelles,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,1,,0,N,0,...,0,...,0,...,0,...,0,...,3,,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,N,0,N,2,,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Sierra Leone,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,1,,0,...,0,...,73,E,0,...,0,...,467,,53,,364,,447,,458,,500,E,908,E,1820,E,1667,E,1700,E,11253,,15065,,13100,,13099,,8098,E,5271,E,6685,E,5496,E,5031,E,5222,E,3008,E,3076,E,3403,E,3552,E,3853,E,3768,E,3944,E,3942,E,4079,E,4310,E,3846,E,4103,E,4793,E,4566,E,2509,E,2355,E,2522.27,E
Sierra Leone,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,4599,,7773,E,9450,E,11077,,23391,,28700,,6539,,11372,,7670,,8467,E,7113,,2514,,2458,E,2734,E,2600,E,2105,E,1638,E,1432,E,2120,E,2184,E,1922,E,2519,E,725,E,405,E,690,E,928,E,662,,1949,E,1213,E,1152,E,903,E,1706,E,1450,E,2020,E,963,E,1322,E,1067,E,1368,E,1872,E,3067,E,2885,E,2652,E,2950,E,3008.43,E
Singapore,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,18237,,34948,,44086,,43103,,56418,,57680,,60791,,58827,,60111,,57310,,77405,,92608,,96022,,81675,,89603,,106682,,93537,,90066,,110090,,100635,,75228,,71360,,71285,,84003,,88757,,84639,,72662,,69113,,74393,,89861,,76789,,69964,,58541,,54876,,58374,,46846,,37929,,31869,,24230,,32659,,30667,,29593,,27341,,30619.61,
Singapore,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,106556,,120920,,124822,,126798,,134081,,144744,,144831,,116969,,134804,,118786,,148481,,142805,,152665,,113031,,96170,,143233,,146180,,143217,,155009,,115626,,89358,,90439,,67713,,119002,,125470,,122182,,123130,,153049,,158058,,185473,,175493,,169321,,154018,,151240,,151386,,148114,,122879,,110927,,104871,,110332,,109257,,104244,,104550,,106672.66,
Slovakia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,845,,242,,294,,379,,723,,827,,376,,347,,326,,506,,424,,1132,E,1199,,2133,,1063,,1190,E,947,,798,,1260,E,1678,,1652,,1455,,1370,,1022,,2718,,2664,,2655.99,
Slovakia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,26338,,31336,,28815,,31584,,33715,,32826,,27969,,27886,,26311,,28063,,24310,,23842,,23672,,23294,,20028,,21003,,18944,,19803,,19442,,20636,,21746,,24122,,25574,,24717,,27738,,23409,,23148.78,
Slovenia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3824,,2532,,2457,,1507,,2419,,1971,,1891,,2049,,2103,,2101,,1996,,2052,,2980,,4821,,4646,,3889,,3858,,3717,,3207,,3070,,3084,,3697,,4153,,4792,,8022,,6355,,6520,,5663.19,
Slovenia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10807,,10907,,12397,,11898,,10592,,10066,,9443,,9969,,9433,,10624,,9983,,10149,,11943,,13046,,14272,,12752,,12336,,11599,,10936,,11210,,10682,,10917,,11303,,11659,,13355,,13862,,13935,,14603.53,
Solomon Islands,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,12413,,10603,,11216,,24333,,22490,,24542,,16499,,19777,,34285,,28499,,40721,,27997,,37180,,29711,,20865,,53852,,33729,,21716,,31619,,47142,,37868,,37298,,41388,,30608,,13583,E,12706,E,12199,E,20721,E,17487,E,13729,E,21184,,13616,,12144,E,13851,E,14255,E,16096,E,22254,E,21647,,34515,E,36504,E,36350,E,31019,E,35913,E,29507.05,E
Solomon Islands,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,272,,326,,320,,340,,502,,385,,493,,279,,422,,701,,806,,222,,447,,734,,107,,146,,61,,11,,16,,30,,68,,60,E,1,E,23,E,101,E,334,E,586,,213,,499,,475,,1300,,1769,,1204,E,1018,E,1488,E,849,,721,E,1462,,802,E,512,E,614,E,651,,918,,1644.43,E
Solomon Islands,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,...,0,...,0,...
Somalia,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,1822,,242,,1199,,1060,,650,,697,,1494,,1161,,340,E,563,E,473,E,1111,E,2104,E,4098,E,4657,E,2124,E,3141,E,2958,E,2312,E,3291,E,2343,E,3391,E,1069,E,1058,E,1096,,1638,E,2803,E,1378,E,2294,E,2822,E,2292,E,2236,E,3158,E,4147,E,1133,E,1388,E,740,E,1239,E,1268,E,2154,E,7023,E,7033,E,8551,E,5193.96,E
Somalia,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,N,229,,0,N,0,N,99,,0,...,7,,62,,0,...,0,...,0,...,0,...,0,...,2,E,5,E,5,E,52,E,45,E,39,E,0,...,26,E,0,...,0,...,63,E,37,E,15,E,111,E,142,E,231,E,283,E,1117,E,683,E,907,E,1430,E,900,E,1371,E,1146,E,1961,E,2268,E,3383,E,3002,E,2991,E,2410,E,2571.43,E
South Africa,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,121800,E,62600,E,54000,E,101400,E,62600,E,62700,E,44100,E,60300,E,46160,E,60131,,67988,E,140284,E,74139,E,43353,E,53389,,66893,,144112,,114607,E,163389,,84596,,73549,,91589,,119869,,111094,,148717,,143911,,155205,,165112,,123175,,157534,,123760,,128138,,117285,,124824,,156330,,151190,,166141,,124388,,168226,,135003,,184778,,160707,,164384,,154416.43,
South Africa,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,6861,,9083,,19945,,13928,,40726,,107057,,103733,E,98696,E,122367,,139409,,118178,,98719,,46626,,193390,E,207510,,220456,,171834,,136175,,269665,,315057,,138938,,201674,,45440,,29172,,32468,,37568,,22170,,27068,,35240,,32739,,39591,,63870,,83464,,98492,,76872,,68310,,107462,,111015,,161592,,134157,,156698,,177372,,234134,,220341.45,
South Sudan,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.41,E
South Sudan,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,24,E,102,E,26,E,71,E,40,E,0,...,38,E,150.53,E
Spain,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,135561,,122172,,111940,,120185,,90483,,142184,,139763,,113171,,96663,,126103,,141251,,157311,,247102,,259424,,256923,,270531,,195784,,256296,,315875,,337703,,393064,,487977,,512940,,577972,,621402,,711533,,607157,,660876,,660698,,729466,,703648,,713312,,725101,,793436,,799976,,843556,,796394,,743780,,850899,,821087,,810922,,849500,,858509,,816383.91,
Spain,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,49695,,75190,,111178,,172032,,181312,,173044,,206261,,144009,,153560,,189808,,192195,,357307,,514266,,439241,,544503,,565159,,477107,,613869,,635486,,641164,,677437,,726311,,811993,,820505,,864414,,958320,,913015,,1018536,,950541,,920117,,922553,,961758,,884808,,917536,,917845,,935944,,870763,,852396,,931080,,957257,,999784,,1031163,,1036428,,1093327.59,
Sri Lanka,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,95,,130,,535,,306,,238,,188,,143,,281,,154,,267,,279,,245,,706,,911,,490,,657,,1422,,1313,,1018,,1966,,2892,,4290,,4783,,5310,,12484,,9811,,8227,,8502,,9247,,12072,,17055,,17277,,16748,,15111,,14312,,13894,,14098,,17171,,18915,,12154,,11518,,17049,,20134,,20997.67,
Sri Lanka,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,7607,,5206,,5190,,18963,,22985,,7432,,15405,,15567,,46388,,38007,,33946,,39593,,38754,,26530,,50626,,57475,,62851,,37962,,35028,,59629,,65248,,80887,,79723,,78760,,92270,,88206,,83923,,84354,,74908,,87527,,88720,,93458,,86270,,84496,,92403,,92965,,82710,,88302,,85319,,128492,,123677,,113185,,90428,,102595.4,
Sri Lanka,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,2,,0,...,3,,0,...,0,...,0,...,0,...,0,...,0,...,66,,80,,0,...,92,,419,E,0,N,257,,13,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,186,,0,...,4,,552,,290,,194,,0,...,0,...
St. Pierre and Miquelon,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,2612,,2923,,2429,,2459,,2276,,4128,,3680,,3253,,4692,,6807,,7565,,8614,,4872,,6816,,7948,,8852,,6893,,34,,79,,83,,260,E,728,E,1301,E,1728,E,1874,E,1167,E,1380,E,994,E,1036,E,1297,E,1480,E,1723,E,1665,E,936,E,856,E,479,E,403,E,485,E,398,E,219,E,183,E,246,E,59,E,124.67,E
St. Pierre and Miquelon,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,18,,15,,14,,18,,47,,35,,29,,98,,41,,45,E,45,E,61,E,53,,44,,60,,120,E,920,E,550,E,521,E,317,E,137,E,37,E,21,E,81,E,8,E,15,E,4,E,30,E,24,E,13,E,4,E,3,E,26,E,20,E,35,E,34,E,30,E,24,E,14,E,20,E,21.03,E
Sudan,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,97,,460,E,15,E,183,,910,E,816,,953,,1603.65,E
Sudan,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2358,,1821,E,1497,E,2120,,2286,E,1412,,2194,,1222.37,E
Sudan (former),Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,18,,0,...,87,,244,,530,,639,,600,E,407,,9,,0,...,100,,64,,464,,20,,20,E,25,E,30,E,56,E,60,E,30,,87,,131,,383,,317,,99,,132,,1159,,1590,,2555,,2344,,59,,74,E,544,,590,,19,,229,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Sudan (former),Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,24,,76,,44,,33,,573,,488,,813,,406,,89,,470,E,60,,209,,224,,943,,900,E,780,E,200,E,200,E,100,E,228,,121,,604,,602,,872,,966,,466,,570,,300,E,278,E,375,,1781,,1577,,1172,,2256,,2280,,3208,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Sudan (former),Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Suriname,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,699,,908,,1244,,1222,,1526,,485,,1454,,692,,893,,1160,,691,,913,,1256,,3725,,3815,,4062,,7599,,2799,,8457,,8593,,8484,,4425,E,4539,E,4727,E,4408,E,5381,E,5588,E,10263,E,11869,E,11880,E,12588,E,13634,E,14452,E,14302,E,15259,E,15526,E,19742,E,12311,E,15112.9,
Suriname,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,2466,,1650,E,2000,E,2459,,2120,,2634,,229,,165,E,10,E,25,E,50,,9,,11,,36,,57,,60,E,404,,339,E,1197,,993,,1578,,1267,,1677,,1521,E,1538,,1899,,2216,,2420,,1659,,2210,,1335,,1743,,2090,,1309,,1749,,1934,,1953,,2167,E,2121,,2200,,2357,,2517.24,
Suriname,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,46,,44,,322,,272,,491,,443,,499,,305,,0,...,22,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Sweden,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,88781,,82439,,63062,,105461,,123718,,133295,,130606,,129512,,133301,,102962,,86440,,69933,,88382,,113006,,147800,,146299,,154191,,166787,,186385,,238422,,258116,,247926,,274181,,230809,,246791,,238648,,211309,,215567,,235902,,244029,,290041,,281909,,278103,,275727,,322182,,281134,,238926,,282360,,265369,,299620,,304367,,337961,,334170,,303768.51,
Sweden,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,136028,,134963,,147422,,176241,,168987,,152010,,178652,,179752,,193126,,185764,,177934,,144113,,106941,,111255,,113933,,100427,,93115,,74741,,96359,,91157,,99526,,105471,,101442,,112018,,112793,,119294,,125040,,142346,,158794,,166418,,166809,,179935,,175101,,181539,,204760,,198714,,183438,,205148,,209248,,214401,,226575,,225456,,234064,,229681.29,
Switzerland,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,40,,54,,29,,40,,53,,44,,82,,77,,168,,128,,130,,183,,265,,417,,356,,300,,231,,232,,288,,402,,244,,160,,206,,160,,158,,500,,507,,614,,832,,1068,,1454,,1552,,1571,,1186,,1767,,1660,,1725,,2388,,1641,,1383,,1083,,861,,1054,,2454.51,
Switzerland,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,110734,,112836,,124928,,121729,,116595,,129058,,116512,,121339,,108561,,108804,,102716,,92360,,87063,,83350,,73440,,66159,,63605,,56892,,61294,,46034,,41990,,40148,,38414,,39592,,39091,,39720,,39991,,39534,,38669,,37997,,39231,,37416,,37226,,37903,,37655,,38086,,36891,,38855,,39248,,39076,,39021,,37547,,37319,,37528.43,
Syrian Arab Republic,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,6,,1,,1,,0,...,166,,0,...,0,...,42,,0,...,11,,0,...,0,...,16,,0,...,0,...,0,...,4,,3,,0,...,107,,21,E,76,E,0,...,0,...,19,E,2,E,69,E,5,,0,...,62,,92,,216,E,32,,118,,71,,81,E,29,E,21,E,10,E,41,E,53,E,57,E,69,E,207.68,E
Syrian Arab Republic,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,3266,,7481,,7318,,10048,,9396,,11519,,9772,,13503,,13596,E,9718,,1030,E,1336,,312,E,1212,,485,E,271,E,363,E,2474,E,2113,E,10548,,5043,,9065,E,15547,E,17301,E,21171,E,10714,,22827,,21406,,15341,,13551,,22014,,23452,,21180,,29086,,28977,,31278,E,21142,E,20536,E,21287,E,12180,E,10688,E,9907,E,13553,E,16100.14,E
Taiwan Province of China,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,147067,,187904,,197396,,200235,,217441,,182895,,196260,,207604,,216890,,231733,,281123,,286490,,369763,,265425,,293353,,269576,,364174,,478923,,474781,,487975,,477222,,455590,,572625,,513517,,535471,,535476,,604737,,587532,,565943,,593540,,541985,,600781,,505402,,587204,,582359,,583441,,621539,,627630,,609682,,592651,,585847,,597089,,602900,,659695.63,
Taiwan Province of China,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,88699,,97459,,131123,,149067,,138869,,151455,,230424,,208937,,267157,,312895,,346145,,451500,,427458,,461951,,492947,,462853,,434690,,526872,,504196,,474296,,426175,,382785,,219594,,348681,,359384,,344262,,297422,,300790,,305889,,303248,,279378,,239312,,272474,,343671,,335164,,335807,,384817,,307718,,324904,,286323,,263155,,295437,,312672,,297310.23,
Taiwan Province of China,Marine fishes,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2524,,4125,,6531,,7337,,1819,,2133,,857,,872,,2427,,2417,,1268,,1975,,456,,426,,435,,3536,,183,,817,,298,,864,,139,,353,,1372,,0,...,0,...,0,...,0,...,0,...
Tajikistan,Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,...
Tajikistan,Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,131,E,127,E,101,E,24,E,154,E,129,E,73,E,189,E,344,E,576,E,677,E,495,E,1365,E,1162,E,1708,E,1122,E,1129,E,1739,E,2059,E,1800,E,2273,E,1935,E,1219,E,2690,E,3190,E,2799.12,E
"Tanzania, United Rep. of",Marine fishes,Exports,Tonnes – net product weight,Tonnes – net product weight,145,,70,E,70,,101,,67,,28,,4,,868,,544,,0,...,350,E,183,E,520,E,0,...,336,,138,,178,,241,,2071,,3446,,154,,1689,,3205,,2808,,8171,,5953,,4175,,5005,,8612,,7390,,4029,,7312,,19991,,14407,,17372,,16167,,20405,,21009,,23105,,24838,,21101,,19022,,26254,,30929.55,E
"Tanzania, United Rep. of",Marine fishes,Imports,Tonnes – net product weight,Tonnes – net product weight,2400,,1334,E,2699,,1243,,1407,,609,,1051,E,1215,E,1145,E,296,E,170,E,40,E,400,E,60,E,187,,152,,293,E,593,E,229,E,394,,925,,582,,265,,105,,315,,216,,144,,294,,386,,441,,2910,,6810,,6451,,6141,,5872,,3844,,6008,,8529,,18462,,17828,,22229,,15407,,11200,,3300,E
