TAXONOMIC_CODE,ALPHA_3_CODE,SCIENTIFIC_NAME,NAME.EN,NAME.FR,NAME.ES,EBXID,AUTHOR
17039060XX,DEX,Dentex spp,Dentex nei,Dentés nca,Dentones y samas nep,3180,
1703906302,BRB,Spondyliosoma cantharus,Black seabream,Dorade grise,Chopa,2376,(Linnaeus 1758)
1703907601,SBS,Oblada melanura,Saddled seabream,Oblade,Oblada,2377,(Linnaeus 1758)
1703910201,SPH,Archosargus probatocephalus,Sheepshead,Rondeau mouton,Sargo chopa,3186,(Walbaum 1792)
1703910202,AVB,Archosargus rhomboidalis,Western Atlantic seabream,Rondeau brème,Sargo amarillo,18788,(Linnaeus 1758)
1703910501,KBR,Argyrops spinifer,King soldier bream,Spare royal,Sargo real,2378,(Forsskål 1775)
1703910701,SLF,Argyrozona argyrozona,Carpenter seabream,Denté charpentier,Dentón carpintero,3187,(Valenciennes 1830)
1703911802,SLD,Cheimerius nufar,Santer seabream,Denté nufar,Dentón nufar,2379,(Valenciennes 1830)
1703912601,CYM,Cymatoceps nasutus,Black musselcracker,Spare nasique,Sargo narigón,3188,(Castelnau 1861)
1703919101,BSC,Pagrus caeruleostictus,Bluespotted seabream,Pagre à points bleus,Hurta(=Zapata),3189,(Valenciennes 1830)
1703919103,RPG,Pagrus pagrus,Red porgy,Pagre rouge,Pargo,2381,(Linnaeus 1758)
1703919109,REA,Pagrus auriga,Redbanded seabream,Pagre rayé,Pargo sémola,3190,Valenciennes 1843
1703919115,GSU,Pagrus auratus,Silver seabream,Dorade,Dorada del Pacífico,2382,(Bloch & Schneider 1801)
1703919116,REV,Pagrus major,Japanese seabream,Dorade japonaise,Dorada del Japón,6350,(Temminck & Schlegel 1843)
17039191XX,SBP,Pagrus spp,Pargo breams nei,Dorades nca,Pargos nep,2380,
1703920301,RER,Petrus rupestris,Red steenbras,Denté du Cap,Dentón del Cabo,3191,(Valenciennes 1830)
1703922001,PGA,Pterogymnus laniarius,Panga seabream,Spare panga,Sargo panga,2383,(Valenciennes 1830)
1703922401,WSN,Rhabdosargus globiceps,White stumpnose,Sargue australe,Pargo ñato,3192,(Valenciennes 1830)
1703922402,RSS,Rhabdosargus sarba,Goldlined seabream,Sargue doré,Sargo dorado,3193,(Forsskål 1775)
1703922406,RXS,Rhabdosargus haffara,Haffara seabream,Sargue haffara,Sargo hafará,18956,(Forsskål 1775)
17039224XX,UZX,Rhabdosargus spp,Stumpnoses nei,,,20104,
1703923508,SBG,Sparus aurata,Gilthead seabream,Dorade royale,Dorada,2384,Linnaeus 1758
1703926101,BOG,Boops boops,Bogue,Bogue,Boga,2385,(Linnaeus 1758)
17039264XX,RSX,Chrysoblephus spp,Daggerhead breams nei,Spares australs nca,Sargos australes nep,3195,
1703926601,CWC,Crenidens crenidens,Karanteen seabream,Saupe de mer Rouge,Salema del Mar Rojo,11609,(Forsskål 1775)
1703927701,SNW,Lithognathus lithognathus,White steenbras,Marbré du Cap,Herrera del Cabo,2391,(Cuvier 1829)
1703927702,SSB,Lithognathus mormyrus,Sand steenbras,Marbré,Herrera,2392,(Linnaeus 1758)
17039277XX,STW,Lithognathus spp,Steenbrasses nei,Marbrés nca,Herreras nep,2390,
1703929301,SLM,Sarpa salpa,Salema,Saupe,Salema,2397,(Linnaeus 1758)
1703929502,ENJ,Evynnis japonica,Crimson seabream,Pagre cramoisi,Sargo púrpura,3201,Tanaka 1931
1703930001,SZH,Sparidentex hasta,Sobaity seabream,Spare sobaity,Sargo sobaito,18581,(Valenciennes 1830)
1703933001,MLB,Acanthopagrus berda,Goldsilk seabream,Pagre berda,Sargo picnic,2398,(Forsskål 1775)
1703933004,MLM,Acanthopagrus schlegeli,Blackhead seabream,Pagre tête noire,,3202,(Bleeker 1854)
1703933005,YWF,Acanthopagrus latus,Yellowfin seabream,Pagre à nageoires jaunes,Sargo aleta amarilla,3203,(Houttuyn 1782)
1703933006,AAB,Acanthopagrus bifasciatus,Twobar seabream,Pagre double bande,Sargo de dos bandas,18786,Forsskål 1775
1703935301,SCP,Stenotomus chrysops,Scup,Spare doré,Sargo de América del Norte,2399,(Linnaeus 1766)
1703936701,LGO,Lagodon rhomboides,Pinfish,Sar salème,Sargo salema,13026,(Linnaeus 1766)
17039XXXXX,SBX,Sparidae,"Porgies, seabreams nei","Dentés, spares nca","Dentones, sargos nep",2367,
1704007501,BPI,Spicara maena,Blotched picarel,Mendole,Chucla,3205,(Linnaeus 1758)
1704007502,SPC,Spicara smaris,Picarel,Picarel,Caramel,3652,(Linnaeus 1758)
17040075XX,PIC,Spicara spp,Picarels nei,"Mendoles, picarels nca","Chuclas, carameles nep",2400,
1704051501,EHI,Centracanthus cirrus,Curled picarel,Picarel guetteur,Jerret imperial,11165,Rafinesque 1810
1704100701,MUR,Mullus surmuletus,Surmullet,Rouget de roche,Salmonete de roca,3207,Linnaeus 1758
1704100702,MUT,Mullus barbatus,Red mullet,Rouget de vase,Salmonete de fango,3208,Linnaeus 1758
1704100703,MWU,Mullus argentinae,Argentine goatfish,Rouget-barbet argentin,Trilla,18766,Hubbs & Marini 1933
17041007XX,MUX,Mullus spp,Surmullets(=Red mullets) nei,Rougets nca,Salmonetes nep,2401,
1704118101,MUV,Mulloidichthys flavolineatus,Yellowstripe goatfish,Capucin à bande jaune,,13544,(Lacépède 1801)
17041251XX,GOX,Upeneus spp,Goatfishes,Rougets-souris,Salmonetes,2402,
1704149903,GOA,Pseudupeneus prayensis,West African goatfish,Rouget du Sénégal,Salmonete barbudo,3209,(Cuvier 1829)
17041XXXXX,MUM,Mullidae,"Goatfishes, red mullets nei","Rougets, etc. nca","Salmonetes, etc. nep",3206,
1704200101,EHN,Echeneis naucrates,Live sharksucker,Rémora commun,Pegatimón,11957,Linnaeus 1758
17042XXXXX,ECN,Echeneidae,"Suckerfishes, remoras nei",Rémoras nca,"Remoras, pegas nep",16086,
1704424603,TXM,Toxotes microlepis,Smallscale archerfish,,,19136,Günther 1860
1704603611,GEJ,Gerres oyena,Common silver-biddy,Blanche commune,Mojarra común,12320,(Forsskål 1775)
1704603612,GEO,Gerres oblongus,Slender silver-biddy,Blanche élégante,Mojarra elegante,12319,Cuvier 1830
1704603613,GEZ,Gerres nigri,Guinean striped mojarra,Friture rayée,Mojarra guineana,18869,Günther 1859
17046036XX,MOJ,Gerres spp,Mojarras(=Silver-biddies) nei,Blanches nca,Mojarras nep,3250,
1704603701,DUT,Diapterus auratus,Irish mojarra,Blanche cabuche,Mojarra cagüicha,11865,Ranzani 1842
1704603702,DUH,Diapterus peruvianus,Peruvian mojarra,Blanche à nageoires jaunes,Mojarra aletas amarillas,20476,(Cuvier 1830)
1704614110,MFF,Eucinostomus melanopterus,Flagfin mojarra,Blanche drapeau,Mojarrita de ley,2455,(Bleeker 1863)
17046XXXXX,GDJ,Gerreidae,"Mojarras, etc. nei","Blanches, etc. nca","Mojarras, etc. nep",3249,
1704700302,GIY,Girella tricuspidata,Parore,,,18574,(Quoy & Gaimard 1824)
1704700802,OIV,Scorpis violacea,Blue maomao,,,15182,(Hutton 1873)
1704747201,ECO,Sectator ocyurus,Bluestriped chub,,,15224,(Jordan & Gilbert 1882)
17047XXXXX,KYX,Kyphosidae,Sea chubs nei,Calicagères nca,Chopas nep,18985,
1704929701,BAJ,Lateolabrax japonicus,Japanese seabass,Bar du Japon,Serránido japonés,2286,(Cuvier 1828)
1705013201,SPS,Drepane punctata,Spotted sicklefish,Forgeron tacheté,Catemo manchado,2405,(Linnaeus 1758)
1705013202,SIC,Drepane africana,African sicklefish,Forgeron ailé,Catemo africano,3212,Osório 1892
1705600301,RIS,Pristolepis fasciata,Malayan leaffish,,,14579,(Bleeker 1851)
1705700402,SWH,Paristiopterus labiosus,Giant boarfish,,,16071,(Günther 1872)
1705700602,EMV,Pentaceros decacanthus,Bigspined boarfish,,,18826,Günther 1859
1705700701,EDR,Pseudopentaceros richardsoni,Pelagic armourhead,Tête casquée pélagique,,2407,(Smith 1844)
1705700703,EDJ,Pseudopentaceros wheeleri,Slender armorhead,,,19049,Hardy 1983
1705832901,OLF,Oplegnathus fasciatus,,,,13931,(Krøyer 1845)
17058329XX,OJX,Oplegnathus spp,,,,18832,
1705902001,BEJ,Boulengerochromis microlepis,Giant cichlid,,,10924,(Boulenger 1899)
1705902501,AQK,Caquetaia kraussii,,,,11086,(Steindachner 1878)
1705903602,OVZ,Copadichromis virginalis,Lake Malawi utaka,,,20263,(Iles 1960)
1705905101,TLM,Oreochromis mossambicus,Mozambique tilapia,Tilapia du Mozambique,Tilapia del Mozambique,2408,(Peters 1852)
1705905102,TLN,Oreochromis niloticus,Nile tilapia,Tilapia du Nil,Tilapia del Nilo,3217,(Linnaeus 1758)
1705905103,OEA,Oreochromis aureus,Blue tilapia,,Tilapia azul,2409,(Steindachner 1864)
1705905104,TLL,Oreochromis spilurus,Sabaki tilapia,,,2410,Günther 1894
1705905105,ORM,Oreochromis macrochir,Longfin tilapia,,,2411,(Boulenger 1912)
1705905110,STA,Oreochromis andersonii,Three spotted tilapia,,,3218,(Castelnau 1861)
1705905132,OIH,Oreochromis shiranus,Tilapia shiranus,,,13969,Boulenger 1897
1705905134,OIT,Oreochromis tanganicae,,,,13971,(Günther 1894)
17059051XX,TLP,Oreochromis (=Tilapia) spp,Tilapias nei,Tilapias nca,Tilapias nep,3216,
17059051XX001,OXW,Oreochromis aureus x O. niloticus,"Blue-Nile tilapia, hybrid",,"Tilapia azul-del Nilo, híbrido",6824,
1705905201,SAR,Sarotherodon galilaeus,Mango tilapia,,,2413,(Pellegrin 1919)
1705905202,SAH,Sarotherodon melanotheron,Blackchin tilapia,,,2414,(Duméril 1861)
1705905306,CHL,Cichlasoma managuense,Jaguar guapote,,Guapote tigre,3219,(Günther 1867)
1705905307,CHK,Cichlasoma maculicauda,Blackbelt cichlid,,,2416,Regan 1905
17059053XX,CHX,Cichlasoma spp,Cichlasoma nei,Cichlasoma nca,Cichlasoma nep,2415,
1705905404,CLO,Cichla ocellaris,Peacock cichlid,,Sargento,3220,Bloch & Schneider 1801
17059054XX,IGX,Cichla spp,,,,6809,
1705905504,TLZ,Tilapia zillii,Redbelly tilapia,,,2418,(Gervais 1848)
1705905517,TLR,Tilapia rendalli,Redbreast tilapia,,,2419,(Boulenger 1897)
1705907101,HBS,Hemibates stenosoma,,,,12583,(Boulenger 1901)
1705917301,LNR,Limnotilapia dardennii,,,,13199,(Boulenger 1899)
1705927502,HJF,Hemichromis fasciatus,Banded jewelfish,Hémichromis rayé,,12591,Peters 1857
1705931302,TOC,Astronotus ocellatus,Oscar,,,10623,(Agassiz 1831)
17059313XX,AST,Astronotus spp,Velvety cichlids,,Acarahuazu,2421,
1705931502,IBZ,Bathybates minor,,,,19680,Boulenger 1906
17059316XX,CIM,Haplochromis spp,Mouthbrooding cichlids,,,3223,
1705935401,AER,Aequidens rivulatus,Green terror,,Vieja azul,2422,(Günther 1860)
1705950002,YBB,Serranochromis robustus,Yellow-belly bream,,,2423,(Günther 1864)
17059XXXXX,CIX,Cichlidae,Cichlids nei,Cichlidés nca,Cíclidos nep,3215,
1706008301,CBC,Cepola macrophthalma,Red bandfish,Cépole commune,Cepola,11224,(Linnaeus 1758)
1706202303,HUR,Chromis crusma,Valparaiso chromis,,,11393,(Valenciennes 1833)
1706202304,HRC,Chromis intercrusma,Peruvian chromis,,,11394,Evermann & Radcliffe 1917
1706300501,USB,Labrus bergylta,Ballan wrasse,Vieille commune,Maragota,13004,Ascanius 1767
1706300505,USI,Labrus mixtus,Cuckoo wrasse,Vieille coquette,Gallano,13005,Linnaeus 1758
1706300506,WRM,Labrus merula,Brown wrasse,Merle,Merlo,17808,Linnaeus 1758
1706300801,USP,Clepticus parrae,Creole wrasse,Donzelle créole,Doncella mulata,11464,(Bloch & Schneider 1801)
1706306501,ENX,Centrolabrus exoletus,Rock cook,Centrolabre,Centrolabro,11175,(Linnaeus 1758)
1706306601,COU,Coris julis,Rainbow wrasse,Girelle,Julia,11558,(Linnaeus 1758)
1706306901,TBR,Ctenolabrus rupestris,Goldsinny-wrasse,Rouquié,Tabernero,11647,(Linnaeus 1758)
1706307901,XYN,Xyrichtys novacula,Pearly razorfish,Donzelle lame,Rao,16030,(Linnaeus 1758)
1706311703,HVM,Cheilinus undulatus,Humphead wrasse,Napoléon,Napoleón,18825,Rüppell 1835
1706316401,LCX,Lachnolaimus maximus,Hogfish,Labre capitaine,Doncella de pluma,13007,(Walbaum 1792)
1706324301,TAU,Tautoga onitis,Tautog,Tautogue noir,,2424,(Linnaeus 1758)
1706325002,CUN,Tautogolabrus adspersus,Cunner,Tanche-tautogue,,3225,(Walbaum 1792)
1706333102,YFH,Semicossyphus pulcher,California sheephead,Labre californien,Vieja de California,3226,(Ayres 1854)
1706338702,YFM,Symphodus melops,Corkwing wrasse,Crénilabre mélops,Porredana,15520,(Linnaeus 1758)
17063XXXXX,WRA,Labridae,"Wrasses, hogfishes, etc. nei","Pourceaux, donzelles, etc. nca","Lábridos(=Tordos,maragotas)nep",3224,
1706505503,RSY,Sparisoma chrysopterum,Redtail parrotfish,Perroquet vert,,15360,(Bloch & Schneider 1801)
1706505506,PRR,Sparisoma cretense,Parrotfish,Perroquet vieillard,Loro viejo,3227,(Linnaeus 1758)
1706505609,USW,Scarus persicus,Gulf parrotfish,Perroquet du Golfe,Loro del Golfo,18866,Randall & Bruce 1983
1706505611,USY,Scarus ghobban,Blue-barred parrotfish,Perroquet barbe bleue,Loro barba azul,18969,Forsskål 1775
1706543701,BMK,Bolbometopon muricatum,Green humphead parrotfish,Perroquet bossu vert,Loro cototo verde,10898,(Valenciennes 1840)
17065XXXXX,PWT,Scaridae,Parrotfishes nei,Perroquets nca,Loros nep,2425,
1706600704,OAZ,Pomacanthus maculosus,Yellowbar angelfish,Poisson-ange géographe,,18974,(Forsskål 1775)
17066XXXXX,ANW,Pomacanthidae,Angelfishes nei,Demoiselles nca,Angeles nep,2426,
1706902102,FPJ,Aplodactylus punctatus,,,Jerguilla,19408,Valenciennes 1832
1707027002,CTA,Cheilodactylus bergi,Castaneta,Castanette pontude,Castañeta,3228,Norman 1937
1707027003,HAW,Cheilodactylus variegatus,Peruvian morwong,Castanette pintadille,Pintadilla,2427,Valenciennes 1833
1707030504,TAK,Nemadactylus macropterus,Tarakihi,,,2428,(Forster 1801)
17070305XX,MOW,Nemadactylus spp,Morwongs,,,2429,
17071XXXXX,TRU,Latridae,Trumpeters nei,,Tromperos nep,3229,
1707700104,OLX,Polydactylus sexfilis,Sixfinger threadfin,Barbure à six doigts,Barbudo de seis dedos,14485,(Valenciennes 1831)
1707700105,OYO,Polydactylus approximans,Blue bobo,Barbure bleu,Barbudo azul,14481,(Lay & Bennett 1839)
1707700109,TGA,Polydactylus quadrifilis,Giant African threadfin,Gros capitaine,Barbudo gigante africano,2266,(Cuvier 1829)
1707700201,FOT,Eleutheronema tetradactylum,Fourfinger threadfin,Barbure à quatre doigts,Barbudo de cuatro dedos,2267,(Shaw 1804)
1707700302,GAL,Galeoides decadactylus,Lesser African threadfin,Petit capitaine,Barbudo enano africano,2268,(Bloch 1795)
1707700401,PET,Pentanemus quinquarius,Royal threadfin,Capitaine royal,Barbudo real,2269,(Linnaeus 1758)
1707700601,OYD,Leptomelanosoma indicum,Indian threadfin,Barbure indien,Barbudo indio,14482,(Shaw 1804)
17077XXXXX,THF,Polynemidae,"Threadfins, tasselfishes nei","Barbures, capitaines nca",Barbudos nep,2265,
1708800101,PGR,Pogonophryne permitini,Plunderfish,,,2454,Andriashev 1967
1709100301,BVG,Cottoperca gobio,Channel bull blenny,Toreau de Patagonie,Torito de los canales,19030,(Günther 1861)
1709200702,BLP,Eleginops maclovinus,Patagonian blennie,Guite de Patagonie,Róbalo patagónico,2436,(Cuvier 1830)
1709201501,TOA,Dissostichus mawsoni,Antarctic toothfish,Légine antarctique,Austromerluza antártica,2438,Norman 1937
1709201502,TOP,Dissostichus eleginoides,Patagonian toothfish,Légine australe,Austromerluza negra,2439,Smitt 1898
1709201902,NOR,Notothenia rossii,Marbled rockcod,Bocasse marbrée,Trama jaspeada,2440,Richardson 1844
1709201903,NOG,Notothenia gibberifrons,Humped rockcod,Bocasse bossue,Trama jorobada,2441,(Lönnberg 1905)
1709201904,NON,Notothenia neglecta,Yellowbelly rockcod,Bocasse jaune,Trama amarilla,3235,Nybelin 1951
1709201906,NOS,Notothenia squamifrons,Grey rockcod,Bocasse grise,Trama gris,2442,(Günther 1880)
1709201909,NOC,Notothenia coriiceps,Black rockcod,Bocasse noire,Trama negra,3236,Richardson 1844
1709201910,NOK,Notothenia kempi,Striped-eyed rockcod,Bocasse aux yeux rayés,Trama ojirayada,3237,(Norman 1937)
1709201911,NOA,Notothenia acuta,Triangular rockcod,Bocasse triangulaire,Trama triangular,2443,(Günther 1880)
1709243001,NOL,Nototheniops larseni,Painted notie,Bocassette écrivain,Doradillo escribano,2444,(Lönnberg 1905)
1709243002,NOD,Nototheniops nudifrons,Yellowfin notie,Bocassette dégarnie,Doradillo pobre,3240,(Lönnberg 1905)
1709243003,NOZ,Nototheniops mizops,Toad notie,Bocassette crapaud,Ojo de sapo,2445,(Günther 1880)
1709243004,NNY,Nototheniops nybelini,,,,16090,(Balushkin 1976)
1709244001,NOT,Patagonotothen brevicauda,Patagonian rockcod,Bocasse de Patagonie,Trama patagónica,3241,(Lönnberg 1905)
1709244002,PAT,Patagonotothen ramsayi,Longtail Southern cod,Notothénia queue longue,Nototenia coluda,2446,(Regan 1913)
1709244004,GHP,Patagonotothen guntheri,Yellowfin notothen,,,19124,(Norman 1937)
1709244801,TRL,Trematomus eulepidotus,Blunt scalyhead,,,2447,Regan 1914
17092448XX,TRT,Trematomus spp,Trematomus nei,Trematomus nca,Trematomus nep,3242,
1709252901,TRH,Pagothenia hansoni,Striped rockcod,Bocasson rayé,Austrobacalao rayado,3243,(Boulenger 1902)
1709253501,ANS,Pleuragramma antarcticum,Antarctic silverfish,Calandre antarctique,Diablillo antártico,3244,Boulenger 1902
17092XXXXX,NOX,Nototheniidae,"Antarctic rockcods, noties nei","Bocasses, bocassons nca","Tramas, doradillos nep",2435,
1709345201,PGE,Parachaenichthys georgianus,,,,2448,Fischer 1885
1709400101,CHW,Chionobathyscus dewitti,,,,11351,Andriashev & Neelov 1978
1709400901,JIC,Neopagetopsis ionah,Jonah's icefish,,,13747,Nybelin 1947
1709441601,SSI,Chaenocephalus aceratus,Blackfin icefish,Grande-gueule antarctique,Draco antártico,3245,(Lönnberg 1906)
1709441701,ANI,Champsocephalus gunnari,Mackerel icefish,Poisson des glaces antarctique,Draco rayado,2450,Lönnberg 1905
1709441702,CES,Champsocephalus esox,Pike icefish,,,11268,(Günther 1861)
1709441801,SGI,Pseudochaenichthys georgianus,South Georgia icefish,Crocodile de Géorgie,Draco cocodrilo,3246,Norman 1937
1709446601,KIF,Chionodraco rastrospinosus,Ocellated icefish,Grande-gueule ocellée,Draco ocelado,2451,DeWitt & Hureau 1979
1709446602,TIC,Chionodraco hamatus,,,,2452,(Lönnberg 1905)
1709446603,MIC,Chionodraco myersi,Myers' icefish,,,3247,DeWitt & Tyler 1960
1709447001,LIC,Channichthys rhinoceratus,Unicorn icefish,Grande-gueule à long nez,Draco rinoceronte,3248,Richardson 1844
1709448001,WIC,Chaenodraco wilsoni,Spiny icefish,Grande-gueule épineuse,Draco espinudo,2453,Regan 1914
17094XXXXX,ICX,Channichthyidae,Crocodile icefishes nei,Poissons des glaces nca,Dracos nep,2449,
17095XXXXX,AIB,Ambassidae,Glassfishes,,,18636,
1709637301,EPI,Epigonus telescopus,Black cardinal fish,Poisson cardinal,Boca negra(=Pez del diablo),3093,(Risso 1810)
17096373XX,CDL,Epigonus spp,Cardinal fishes nei,Poissons-cardinaux nca,Peces cardenal nep,3092,
170XXXXXXX,PRC,Percoidei,Percoids nei,Percoides nca,Percoideos nep,2273,
1710200101,CAA,Anarhichas lupus,Atlantic wolffish,Loup atlantique,Perro del Norte,2456,Linnaeus 1758
1710200102,CAB,Anarhichas denticulatus,Northern wolffish,Loup gélatineux,Lobo,3253,Krøyer 1845
1710200103,CAS,Anarhichas minor,Spotted wolffish,Loup tacheté,Perro pintado,2457,Olafsen 1772
17102001XX,CAT,Anarhichas spp,Wolffishes(=Catfishes) nei,Loups nca,Perritos del Norte nep,3252,
1711500401,ELP,Zoarces viviparus,Eelpout,Loquette d'Europe,Viruela,3254,(Linnaeus 1758)
1711501202,OPT,Macrozoarces americanus,Ocean pout,Loquette d'Amérique,,2458,(Bloch & Schneider 1801)
17115024XX,ELZ,Lycodes spp,Eelpouts,Loquettes,Viruelas,3255,
1720400204,PAS,Ammodytes personatus,Pacific sandlance,Lançon du Pacifique,Lanzón del Pacífico,3261,Girard 1856
1720400205,ABZ,Ammodytes tobianus,Small sandeel,Équille,Aguacioso,3662,Linnaeus 1758
17204002XX,SAN,Ammodytes spp,Sandeels(=Sandlances) nei,Lançons nca,Lanzones nep,3260,
1720400502,ZGC,Gymnammodytes cicerelus,Mediterranean sand eel,Cicerelle de Méditerranée,Barrinaire,19297,(Rafinesque 1810)
1720820201,FLA,Percophis brasiliensis,Brazilian flathead,Platête brésilien,Pez palo,3233,Quoy & Gaimard 1825
1720900501,ROJ,Prolatilus jugularis,Pacific sandperch,Tile blanquille,Blanquillo,14591,(Valenciennes 1833)
1720900602,UPR,Pseudopercis semifasciata,Argentinian sandperch,,Salmón de mar,18733,(Cuvier 1829)
1720919602,NEB,Parapercis colias,New Zealand blue cod,,,2431,(Forster 1801)
1720928801,PJR,Pinguipes brasilianus,Brazilian sandperch,Pinge brésilien,Chanchito,14379,Cuvier 1829
1720928802,JPC,Pinguipes chilensis,Chilean sandperch,Pinge chilien,Rollizo,19409,Valenciennes 1833
1721201002,WEG,Trachinus draco,Greater weever,Grande vive,Escorpión,2433,Linnaeus 1758
1721201003,TOZ,Trachinus vipera,Lesser weever,Petite vive,Salvariego,15763,Cuvier 1829
1721201004,TZA,Trachinus araneus,Spotted weever,Vive araignée,Araña,19325,Cuvier 1829
17212010XX,WEX,Trachinus spp,Weevers nei,Vives nca,Arañas nep,3232,
17212XXXXX,TRA,Trachinidae,Weeverfishes nei,"Vives, etc. nca","Arañas, escorpiones nep",3231,
1721335202,UUC,Uranoscopus scaber,Stargazer,Uranoscope,Rata,15903,Linnaeus 1758
17213352XX,URA,Uranoscopus spp,Stargazers,Uranoscopes,Miracielos(=Ratas),2434,
1721348401,STZ,Kathetostoma giganteum,Giant stargazer,Uranoscope géant,Miracielo gigante,3234,Haast 1873
1727210301,JAS,Arctoscopus japonicus,Japanese sandfish,Toroumoque japonais,,3230,(Steindachner 1881)
1732000901,DOM,Dormitator latifrons,Pacific fat sleeper,,Camote del Pacífico,3323,(Richardson 1844)
1732000902,DMM,Dormitator maculatus,Fat sleeper,,Naca,11935,(Bloch 1792)
1732003802,GBD,Gobiomorus dormitor,Bigmouth sleeper,Dormeur,Guavina bocón,12379,Lacépède 1800
1732005101,GBM,Oxyeleotris marmorata,Marble goby,,,2515,(Bleeker 1852)
17320XXXXX,FGB,Eleotridae,"Gudgeons, sleepers nei","Gudgeons, dormeurs nca",Durmientes nep,2514,
1732100303,GBN,Gobius niger,Black goby,Gobie noir,Chaparrudo,2519,Linnaeus 1758
1732100401,FIM,Aphia minuta,Transparent goby,Nonnat,Chanquete,10451,(Risso 1810)
1732105502,NBU,Neogobius melanostomus,Round goby,,,18824,(Pallas 1814)
1732106502,BFP,Boleophthalmus pectinirostris,Great blue spotted mudskipper,,,6817,(Linnaeus 1758)
1732116201,MBF,Mesogobius batrachocephalus,Knout goby,Gobie à tête plate,Gobio sapo,13433,(Pallas 1814)
1732122702,IYL,Sicyopterus lagocephalus,Bichique,Sicyoptère à bec de lièvre,,15277,(Pallas 1770)
17321XXXXX022,FGX,Gobiidae,Freshwater gobies nei,Gobies d'eau douce nca,Góbidos de agua dulce nep,2516,
17321XXXXX023,GPA,Gobiidae,Gobies nei,Gobies nca,Góbidos nep,2517,
1740200416,AVQ,Acanthurus sohal,Sohal surgeonfish,,,18959,(Forsskål 1775)
1740200802,NAS,Naso unicornis,Bluespine unicornfish,Nason à éperons bleus,Berbero de aguijon azul,13661,(Forsskål 1775)
17402XXXXX,SUR,Acanthuridae,Surgeonfishes nei,Chirurgiens nca,Navajones nep,3264,
1740519801,RSM,Parapsettus panamensis,Panama spadefish,,,14152,(Steindachner 1875)
1740520601,LXR,Platax orbicularis,Orbicular batfish,Poule d'eau,Dalapugán,14398,(Forsskål 1775)
17405206XX,BAT,Platax spp,Batfishes,Poules d'eau,Dalapuganos,2406,
1740526701,HRF,Chaetodipterus faber,Atlantic spadefish,Disque portugais,Paguara,11251,(Broussonet 1782)
1740526702,HTZ,Chaetodipterus zonatus,Pacific spadefish,Disque du Pacifique,Paguala peluquero,11253,(Girard 1858)
17405XXXXX,SPA,Ephippidae,Spadefishes nei,"Chèvres, disques nca",Pagualas nep,3211,
17406330XX,SCT,Scatophagus spp,Scats,Pavillons,Pingos,3213,
1740700104,IGF,Siganus fuscescens,Mottled spinefoot,,,15286,(Houttuyn 1782)
1740700105,IGV,Siganus javus,Streaked spinefoot,Sigan ondulé,Sigano ondulado,15287,(Linnaeus 1766)
1740700106,SRI,Siganus rivulatus,Marbled spinefoot,Poisson-lapin,Siguro,2463,Forsskål 1775
1740700108,SCN,Siganus canaliculatus,White-spotted spinefoot,Sigan pintade,Sigano pintado,3263,(Park 1797)
1740700110,IGI,Siganus lineatus,Golden-lined spinefoot,Sigan raies d'or,,15289,(Valenciennes 1835)
1740700111,IGU,Siganus luridus,Dusky spinefoot,,,15290,(Rüppell 1829)
17407001XX,SPI,Siganus spp,Spinefeet(=Rabbitfishes) nei,Sigans nca,Síganos nep,3262,
1750100101,BON,Sarda sarda,Atlantic bonito,Bonite à dos rayé,Bonito del Atlántico,2471,(Bloch 1793)
1750100102,BIP,Sarda orientalis,Striped bonito,Bonite oriental,Bonito mono,3274,(Temminck & Schlegel 1844)
1750100104,BEP,Sarda chiliensis,Eastern Pacific bonito,Bonite du Pacifique oriental,Bonito del Pacífico oriental,3275,(Cuvier 1832)
1750100107,BAU,Sarda australis,Australian bonito,Bonite bagnard,Bonito austral,2472,(Macleay 1881)
17501001XX,BZX,Sarda spp,Bonitos nei,Bonites nca,Bonitos nep,18821,
1750100201,MAS,Scomber japonicus,Pacific chub mackerel,Maquereau espagnol Pacifique,Estornino del Pacífico,3277,Houttuyn 1782
1750100205,MAC,Scomber scombrus,Atlantic mackerel,Maquereau commun,Caballa del Atlántico,2473,Linnaeus 1758
1750100207,MAA,Scomber australasicus,Blue mackerel,Maquereau tacheté,Caballa pintoja,3278,Cuvier 1832
1750100209,VMA,Scomber colias,Atlantic chub mackerel,Maquereau espagnol atlantique,Estornino del Atlántico,20480,Gmelin 1789
17501002XX,MAZ,Scomber spp,Scomber mackerels nei,Maquereaux scomber nca,Caballas scomber nep,3276,
1750100601,BOP,Orcynopsis unicolor,Plain bonito,Palomette,Tasarte,2474,(Geoffroy St. Hilaire 1817)
1750101001,WAH,Acanthocybium solandri,Wahoo,Thazard-bâtard,Peto,3279,(Cuvier 1832)
1750101202,DOT,Gymnosarda unicolor,Dogtooth tuna,Bonite à gros yeux,Casarte ojón,2475,(Rüppell 1836)
1750101401,RAB,Rastrelliger brachysoma,Short mackerel,Maquereau trapu,Caballa rechoncha,2477,(Bleeker 1851)
1750101403,RAG,Rastrelliger kanagurta,Indian mackerel,Maquereau des Indes,Caballa de la India,2478,(Cuvier 1816)
17501014XX,RAX,Rastrelliger spp,Indian mackerels nei,Maquereaux indo-pacifique nca,Caballas del Indo-Pacífico nep,2476,
